,userId,movieId,rating,timestamp,title,genres
0,1000,91529,5,2021-03-29 22:48,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
1,1000,79132,5,2021-03-29 22:48,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2,1000,123,5,2021-03-29 22:48,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
3,1000,8638,4.5,2021-03-29 22:48,Before Sunset (2004),Drama|Romance
4,1000,4226,4.5,2021-03-29 22:51,Memento (2000),Mystery|Thriller
5,1000,164909,4.5,2021-03-29 22:51,La La Land (2016),Comedy|Drama|Romance
6,1000,356,4.5,2021-03-29 22:51,Forrest Gump (1994),Comedy|Drama|Romance|War
7,1000,1172,4.5,2021-03-29 22:51,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
8,1000,1968,4.5,2021-03-29 22:52,"Breakfast Club, The (1985)",Comedy|Drama
9,1000,916,4,2021-03-29 22:53,Roman Holiday (1953),Comedy|Drama|Romance
10,1000,1955,4,2021-03-29 22:54,Kramer vs. Kramer (1979),Drama
11,1000,215,4,2021-03-29 22:55,Before Sunrise (1995),Drama|Romance
12,1000,86882,4,2021-03-29 22:56,Midnight in Paris (2011),Comedy|Fantasy|Romance
13,1000,104841,4,2021-03-29 22:57,Gravity (2013),Action|Sci-Fi|IMAX
14,1000,7361,4,2021-03-29 22:57,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
15,1000,2671,4,2021-03-29 22:59,Notting Hill (1999),Comedy|Romance
16,1000,110102,4,2021-03-29 22:48,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
17,1000,106920,4,2021-03-29 22:48,Her (2013),Drama|Romance|Sci-Fi
18,1000,109487,4,2021-03-29 22:48,Interstellar (2014),Sci-Fi|IMAX
19,1000,89745,3.5,2021-03-29 22:48,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
20,1000,1307,3.5,2021-03-29 22:48,When Harry Met Sally... (1989),Comedy|Romance
21,1000,5673,3.5,2021-03-29 22:51,Punch-Drunk Love (2002),Comedy|Drama|Romance
22,1000,112552,3.5,2021-03-29 22:51,Whiplash (2014),Drama
23,1000,5989,3.5,2021-03-29 22:51,Catch Me If You Can (2002),Crime|Drama
24,1000,122912,3.5,2021-03-29 22:51,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi
25,1000,122906,3.5,2021-03-29 22:52,Black Panther (2017),Action|Adventure|Sci-Fi
26,1000,8529,3.5,2021-03-29 22:53,"Terminal, The (2004)",Comedy|Drama|Romance
27,1000,97938,3.5,2021-03-29 22:54,Life of Pi (2012),Adventure|Drama|IMAX
28,1000,134130,3.5,2021-03-29 22:55,The Martian (2015),Adventure|Drama|Sci-Fi
29,1000,122920,3.5,2021-03-29 22:56,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
30,1000,597,3.5,2021-03-29 22:57,Pretty Woman (1990),Comedy|Romance
31,1000,89492,3.5,2021-03-29 22:57,Moneyball (2011),Drama
32,1000,104374,3.5,2021-03-29 22:59,About Time (2013),Drama|Fantasy|Romance
33,1000,102407,3,2021-03-29 22:48,"Great Gatsby, The (2013)",Drama
34,1000,45720,3,2021-03-29 22:48,"Devil Wears Prada, The (2006)",Comedy|Drama
35,1000,5418,3,2021-03-29 22:48,"Bourne Identity, The (2002)",Action|Mystery|Thriller
36,1000,8984,3,2021-03-29 22:48,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
37,1000,111,3,2021-03-29 22:48,Taxi Driver (1976),Crime|Drama|Thriller
38,1000,2572,3,2021-03-29 22:51,10 Things I Hate About You (1999),Comedy|Romance
39,1000,1,3,2021-03-29 22:51,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
40,1000,1580,3,2021-03-29 22:51,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
41,1000,586,3,2021-03-29 22:51,Home Alone (1990),Children|Comedy
42,1000,66198,3,2021-03-29 22:52,"International, The (2009)",Drama|Thriller
43,1000,77561,3,2021-03-29 22:53,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
44,1000,59315,3,2021-03-29 22:54,Iron Man (2008),Action|Adventure|Sci-Fi
45,1000,63082,3,2021-03-29 22:55,Slumdog Millionaire (2008),Crime|Drama|Romance
46,1000,69844,3,2021-03-29 22:56,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
47,1000,81834,3,2021-03-29 22:57,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
48,1000,4896,3,2021-03-29 22:57,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
49,1000,5816,3,2021-03-29 22:59,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
50,1000,4018,2.5,2021-03-29 22:48,What Women Want (2000),Comedy|Romance
51,1000,111759,3.5,2021-03-29 22:48,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
52,1000,51084,2.5,2021-03-29 22:48,Music and Lyrics (2007),Comedy|Romance
53,1000,44195,2.5,2021-03-29 22:48,Thank You for Smoking (2006),Comedy|Drama
54,1000,3481,2.5,2021-03-29 22:48,High Fidelity (2000),Comedy|Drama|Romance
55,1000,5349,2.5,2021-03-29 22:51,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
56,1000,41569,2.5,2021-03-29 22:51,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
57,1000,55872,2.5,2021-03-29 22:51,August Rush (2007),Drama|Musical
58,1000,539,2.5,2021-03-29 22:51,Sleepless in Seattle (1993),Comedy|Drama|Romance
59,1000,2,2.5,2021-03-29 22:52,Jumanji (1995),Adventure|Children|Fantasy
60,1000,86332,2.5,2021-03-29 22:53,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
61,1000,102903,2.5,2021-03-29 22:54,Now You See Me (2013),Crime|Mystery|Thriller
62,1000,114180,2.5,2021-03-29 22:55,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi
63,1000,135567,2.5,2021-03-29 22:56,Independence Day: Resurgence (2016),Action|Adventure|Sci-Fi
64,1000,6863,2.5,2021-03-29 22:57,School of Rock (2003),Comedy|Musical
65,1000,103539,2.5,2021-03-29 22:57,The Spectacular Now (2013),Comedy|Drama|Romance
66,1000,104863,2,2021-03-29 22:59,What If (2013),Comedy|Drama|Romance
67,1000,117895,2,2021-03-29 22:59,Maze Runner: Scorch Trials (2015),Action|Thriller
68,1000,183635,2,2021-03-29 22:48,Maze Runner: The Death Cure (2018),Action|Mystery|Sci-Fi|Thriller
69,1000,82461,2,2021-03-29 22:48,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX
70,1000,38388,2,2021-03-29 22:48,Goal! The Dream Begins (Goal!) (2005),Drama
71,1000,59333,1.5,2021-03-29 22:48,Made of Honor (2008),Comedy|Romance
72,1000,53953,1.5,2021-03-29 22:48,1408 (2007),Drama|Horror|Thriller
73,1000,122898,1.5,2021-03-29 22:51,Justice League (2017),Action|Adventure|Sci-Fi
74,1000,51077,1,2021-03-29 22:51,Ghost Rider (2007),Action|Fantasy|Thriller
75,1000,159093,1,2021-03-29 22:51,Now You See Me 2 (2016),Action|Comedy|Thriller
76,1001,166568,5,2021-04-12 22:51,Miss Sloane (2016),Thriller
77,1001,134130,5,2021-04-12 22:51,The Martian (2015),Adventure|Drama|Sci-Fi
78,1001,122904,5,2021-04-12 22:51,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
79,1001,187593,5,2021-04-12 22:51,Deadpool 2 (2018),Action|Comedy|Sci-Fi
80,1001,112852,5,2021-04-12 22:51,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
81,1001,104841,4.5,2021-04-12 22:51,Gravity (2013),Action|Sci-Fi|IMAX
82,1001,109487,4.5,2021-04-12 22:50,Interstellar (2014),Sci-Fi|IMAX
83,1001,80222,4.5,2021-04-12 22:50,Step Up 3D (2010),Drama|Romance
84,1001,116742,4.5,2021-04-13 22:45,Secret (2007),Drama|Fantasy|Romance
85,1001,111622,4.5,2021-04-13 22:45,Begin Again (2013),Comedy|Romance
86,1001,164909,4,2021-04-13 22:45,La La Land (2016),Comedy|Drama|Romance
87,1001,104374,4,2021-04-13 22:45,About Time (2013),Drama|Fantasy|Romance
88,1001,167140,4,2021-04-13 22:45,At Cafe 6 (2016),Comedy|Romance
89,1001,47382,4,2021-04-13 22:45,Step Up (2006),Drama|Romance
90,1001,58107,4,2021-04-13 23:00,Step Up 2 the Streets (2008),Drama|Musical|Romance
91,1001,98373,4,2021-04-13 23:00,Step Up Revolution (2012),Musical
92,1001,122906,4,2021-04-13 23:00,Black Panther (2017),Action|Adventure|Sci-Fi
93,1001,122918,4,2021-04-13 23:00,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
94,1001,96588,4,2021-04-13 23:00,Pitch Perfect (2012),Comedy|Musical
95,1001,133419,4,2021-04-13 23:00,Pitch Perfect 2 (2015),Comedy
96,1001,116797,4,2021-04-13 23:04,The Imitation Game (2014),Drama|Thriller|War
97,1001,103439,4,2021-04-13 23:04,"Thieves, The (Dodookdeul) (2012)",Action|Crime
98,1001,141538,4,2021-04-13 23:04,Assassination (2015),Action|Drama|Thriller
99,1001,102903,3.5,2021-04-13 23:04,Now You See Me (2013),Crime|Mystery|Thriller
100,1001,55872,3.5,2021-04-13 23:25,August Rush (2007),Drama|Musical
101,1001,77561,3.5,2021-04-13 23:25,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
102,1001,113103,3.5,2021-04-13 23:25,Step Up All In (2014),Drama|Musical|Romance
103,1001,122900,3.5,2021-04-13 23:25,Ant-Man (2015),Action|Adventure|Sci-Fi
104,1001,85056,3.5,2021-04-14 16:25,I Am Number Four (2011),Action|Sci-Fi|Thriller|IMAX
105,1001,90405,3.5,2021-04-14 16:25,In Time (2011),Crime|Sci-Fi|Thriller
106,1001,159093,3,2021-04-13 23:25,Now You See Me 2 (2016),Action|Comedy|Thriller
107,1001,59315,3,2021-04-14 11:25,Iron Man (2008),Action|Adventure|Sci-Fi
108,1001,26743,3,2021-04-14 11:25,Only Yesterday (Omohide poro poro) (1991),Animation|Drama
109,1001,187613,3,2021-04-14 11:25,The Kissing Booth (2018),Comedy|Romance
110,1001,80549,3,2021-04-14 11:25,Easy A (2010),Comedy|Romance
111,1001,100060,3,2021-04-14 16:25,Sunny (Sseo-ni) (2011),Drama
112,1001,141536,3,2021-04-14 16:25,Veteran (2015),Crime|Thriller
113,1001,189461,3,2021-04-14 16:26,Midnight Runners (2017),Action|Comedy
114,1001,144532,3,2021-04-14 16:26,Cold Eyes (2013),Action|Crime
115,1001,142210,3,2021-04-14 16:26,The Beauty Inside (2015),Fantasy|Romance
116,1001,166167,3,2021-04-14 16:26,Love 911 (2012),Comedy|Drama|Romance
117,1001,144348,3,2021-04-14 16:26,The Tower (2012),Action|Drama
118,1001,102407,2,2021-04-14 11:25,"Great Gatsby, The (2013)",Drama
119,1001,140245,2,2021-04-14 16:26,Twenty (2015),Comedy|Drama
120,1001,184869,1,2021-04-14 16:26,Golden Slumber (2018),Drama|Thriller
121,1001,4896,2,2021-04-14 16:26,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
122,1001,5816,2.5,2021-04-14 16:26,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
123,1001,8368,2,2021-04-14 16:26,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
